orderID;customerID;employeeID;orderDate;monthOrder;yearOrder;requiredDate;shippedDate;shipperID;companyName;freight;lateDays;companyName.1;contactName;contactTitle;city.1;country.1;employeeName;title;city;country;reportsTo;productID;unitPrice;quantity;discount;sale;productName;quantityPerUnit;unitPrice.1;discontinued;categoryID;categoryName;description
10258;ERNSH;1;17.07.2013;Июль;2013;14.08.2013;23.07.2013;1;Speedy Express;140,51;22;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Nancy Davolio;Sales Representative;New York;USA;8;5;17;65;0,2;1105;Chef Anton's Gumbo Mix;36 boxes;21,35;1;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10262;RATTC;8;22.07.2013;Июль;2013;19.08.2013;25.07.2013;3;Federal Shipping;48,29;25;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;Albuquerque;USA;Laura Callahan;Sales Manager;New York;USA;2;5;17;12;0,2;204;Chef Anton's Gumbo Mix;36 boxes;21,35;1;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10295;VINET;2;02.09.2013;Сентябрь;2013;30.09.2013;10.09.2013;2;United Package;1,15;20;Vins et alcools Chevalier;Paul Henriot;Accounting Manager;Reims;France;Andrew Fuller;Vice President Sales;New York;USA;;56;30,4;4;0;121,6;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10262;RATTC;8;22.07.2013;Июль;2013;19.08.2013;25.07.2013;3;Federal Shipping;48,29;25;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;Albuquerque;USA;Laura Callahan;Sales Manager;New York;USA;2;56;30,4;2;0;60,8;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10254;CHOPS;5;11.07.2013;Июль;2013;08.08.2013;23.07.2013;2;United Package;22,98;16;Chop-suey Chinese;Yang Wang;Owner;Bern;Switzerland;Steven Buchanan;Sales Manager;London;UK;2;24;3,6;15;0,15;54;Guarana Fantastica;12 - 355 ml cans;4,5;1;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10280;BERGS;2;14.08.2013;Август;2013;11.09.2013;12.09.2013;1;Speedy Express;8,98;-1;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Andrew Fuller;Vice President Sales;New York;USA;;24;3,6;12;0;43,2;Guarana Fantastica;12 - 355 ml cans;4,5;1;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10263;ERNSH;9;23.07.2013;Июль;2013;20.08.2013;31.07.2013;3;Federal Shipping;146,06;20;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Anne Dodsworth;Sales Representative;London;UK;5;24;3,6;28;0;100,8;Guarana Fantastica;12 - 355 ml cans;4,5;1;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10254;CHOPS;5;11.07.2013;Июль;2013;08.08.2013;23.07.2013;2;United Package;22,98;16;Chop-suey Chinese;Yang Wang;Owner;Bern;Switzerland;Steven Buchanan;Sales Manager;London;UK;2;55;19,2;21;0,15;403,2;Pвtй chinois;24 boxes x 2 pies;24;0;6;Meat & Poultry;Prepared meats
10280;BERGS;2;14.08.2013;Август;2013;11.09.2013;12.09.2013;1;Speedy Express;8,98;-1;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Andrew Fuller;Vice President Sales;New York;USA;;55;19,2;20;0;384;Pвtй chinois;24 boxes x 2 pies;24;0;6;Meat & Poultry;Prepared meats
10254;CHOPS;5;11.07.2013;Июль;2013;08.08.2013;23.07.2013;2;United Package;22,98;16;Chop-suey Chinese;Yang Wang;Owner;Bern;Switzerland;Steven Buchanan;Sales Manager;London;UK;2;74;8;21;0;168;Longlife Tofu;5 kg pkg.;10;0;7;Produce;Dried fruit and bean curd
10263;ERNSH;9;23.07.2013;Июль;2013;20.08.2013;31.07.2013;3;Federal Shipping;146,06;20;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Anne Dodsworth;Sales Representative;London;UK;5;74;8;36;0,25;288;Longlife Tofu;5 kg pkg.;10;0;7;Produce;Dried fruit and bean curd
10262;RATTC;8;22.07.2013;Июль;2013;19.08.2013;25.07.2013;3;Federal Shipping;48,29;25;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;Albuquerque;USA;Laura Callahan;Sales Manager;New York;USA;2;7;24;15;0;360;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;7;Produce;Dried fruit and bean curd
10249;TOMSP;6;05.07.2013;Июль;2013;16.08.2013;10.07.2013;1;Speedy Express;11,61;37;Toms Spezialitдten;Karin Josephs;Marketing Manager;Mьnster;Germany;Michael Suyama;Sales Representative;London;UK;5;14;18,6;9;0;167,4;Tofu;40 - 100 g pkgs.;23,25;0;7;Produce;Dried fruit and bean curd
10249;TOMSP;6;05.07.2013;Июль;2013;16.08.2013;10.07.2013;1;Speedy Express;11,61;37;Toms Spezialitдten;Karin Josephs;Marketing Manager;Mьnster;Germany;Michael Suyama;Sales Representative;London;UK;5;51;42,4;40;0;1696;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;7;Produce;Dried fruit and bean curd
10250;HANAR;4;08.07.2013;Июль;2013;05.08.2013;12.07.2013;2;United Package;65,83;24;Hanari Carnes;Mario Pontes;Accounting Manager;Rio de Janeiro;Brazil;Margaret Peacock;Sales Representative;New York;USA;8;51;42,4;35;0,15;1484;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;7;Produce;Dried fruit and bean curd
10291;QUEDE;6;27.08.2013;Август;2013;24.09.2013;04.09.2013;2;United Package;6,4;20;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Michael Suyama;Sales Representative;London;UK;5;51;42,4;2;0,1;84,8;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;7;Produce;Dried fruit and bean curd
10308;ANATR;7;18.09.2013;Сентябрь;2013;16.10.2013;24.09.2013;3;Federal Shipping;1,61;22;Ana Trujillo Emparedados y helados;Ana Trujillo;Owner;Mexico City;Mexico;Robert King;Sales Representative;London;UK;5;69;28,8;1;0;28,8;Gudbrandsdalsost;10 kg pkg.;36;0;4;Dairy Products;Cheeses
10308;ANATR;7;18.09.2013;Сентябрь;2013;16.10.2013;24.09.2013;3;Federal Shipping;1,61;22;Ana Trujillo Emparedados y helados;Ana Trujillo;Owner;Mexico City;Mexico;Robert King;Sales Representative;London;UK;5;70;12;5;0;60;Outback Lager;24 - 355 ml bottles;15;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10265;BLONP;2;25.07.2013;Июль;2013;22.08.2013;12.08.2013;1;Speedy Express;55,28;10;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Andrew Fuller;Vice President Sales;New York;USA;;70;12;20;0;240;Outback Lager;24 - 355 ml bottles;15;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10260;OTTIK;4;19.07.2013;Июль;2013;16.08.2013;29.07.2013;1;Speedy Express;55,09;18;Ottilies Kдseladen;Henriette Pfalzheim;Owner;Kцln;Germany;Margaret Peacock;Sales Representative;New York;USA;8;70;12;21;0,25;252;Outback Lager;24 - 355 ml bottles;15;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10291;QUEDE;6;27.08.2013;Август;2013;24.09.2013;04.09.2013;2;United Package;6,4;20;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Michael Suyama;Sales Representative;London;UK;5;13;4,8;20;0,1;96;Konbu;2 kg box;6;0;8;Seafood;Seaweed and fish
10250;HANAR;4;08.07.2013;Июль;2013;05.08.2013;12.07.2013;2;United Package;65,83;24;Hanari Carnes;Mario Pontes;Accounting Manager;Rio de Janeiro;Brazil;Margaret Peacock;Sales Representative;New York;USA;8;41;7,7;10;0;77;Jack's New England Clam Chowder;12 - 12 oz cans;9,65;0;8;Seafood;Seaweed and fish
10260;OTTIK;4;19.07.2013;Июль;2013;16.08.2013;29.07.2013;1;Speedy Express;55,09;18;Ottilies Kдseladen;Henriette Pfalzheim;Owner;Kцln;Germany;Margaret Peacock;Sales Representative;New York;USA;8;41;7,7;16;0,25;123,2;Jack's New England Clam Chowder;12 - 12 oz cans;9,65;0;8;Seafood;Seaweed and fish
10250;HANAR;4;08.07.2013;Июль;2013;05.08.2013;12.07.2013;2;United Package;65,83;24;Hanari Carnes;Mario Pontes;Accounting Manager;Rio de Janeiro;Brazil;Margaret Peacock;Sales Representative;New York;USA;8;65;16,8;15;0,15;252;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21,05;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10251;VICTE;3;08.07.2013;Июль;2013;05.08.2013;15.07.2013;1;Speedy Express;41,34;21;Victuailles en stock;Mary Saveley;Sales Agent;Lyon;France;Janet Leverling;Sales Representative;New York;USA;8;65;16,8;20;0;336;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21,05;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10255;RICSU;9;12.07.2013;Июль;2013;09.08.2013;15.07.2013;3;Federal Shipping;148,33;25;Richter Supermarkt;Michael Holz;Sales Manager;Genиve;Switzerland;Anne Dodsworth;Sales Representative;London;UK;5;16;13,9;35;0;486,5;Pavlova;32 - 500 g boxes;17,45;0;3;Confections;Desserts, candies, and sweet breads
10263;ERNSH;9;23.07.2013;Июль;2013;20.08.2013;31.07.2013;3;Federal Shipping;146,06;20;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Anne Dodsworth;Sales Representative;London;UK;5;16;13,9;60;0,25;834;Pavlova;32 - 500 g boxes;17,45;0;3;Confections;Desserts, candies, and sweet breads
10251;VICTE;3;08.07.2013;Июль;2013;05.08.2013;15.07.2013;1;Speedy Express;41,34;21;Victuailles en stock;Mary Saveley;Sales Agent;Lyon;France;Janet Leverling;Sales Representative;New York;USA;8;22;16,8;6;0,05;100,8;Gustaf's Knackebrцd;24 - 500 g pkgs.;21;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10265;BLONP;2;25.07.2013;Июль;2013;22.08.2013;12.08.2013;1;Speedy Express;55,28;10;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Andrew Fuller;Vice President Sales;New York;USA;;17;31,2;30;0;936;Alice Mutton;20 - 1 kg tins;39;1;6;Meat & Poultry;Prepared meats
10302;SUPRD;4;10.09.2013;Сентябрь;2013;08.10.2013;09.10.2013;2;United Package;6,27;-1;Suprкmes dйlices;Pascale Cartrain;Accounting Manager;Charleroi;Belgium;Margaret Peacock;Sales Representative;New York;USA;8;17;31,2;40;0;1248;Alice Mutton;20 - 1 kg tins;39;1;6;Meat & Poultry;Prepared meats
10251;VICTE;3;08.07.2013;Июль;2013;05.08.2013;15.07.2013;1;Speedy Express;41,34;21;Victuailles en stock;Mary Saveley;Sales Agent;Lyon;France;Janet Leverling;Sales Representative;New York;USA;8;57;15,6;15;0,05;234;Ravioli Angelo;24 - 250 g pkgs.;19,5;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10326;BOLID;4;10.10.2013;Октябрь;2013;07.11.2013;14.10.2013;2;United Package;77,92;24;Bуlido Comidas preparadas;Martнn Sommer;Owner;Madrid;Spain;Margaret Peacock;Sales Representative;New York;USA;8;57;15,6;16;0;249,6;Ravioli Angelo;24 - 250 g pkgs.;19,5;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10260;OTTIK;4;19.07.2013;Июль;2013;16.08.2013;29.07.2013;1;Speedy Express;55,09;18;Ottilies Kдseladen;Henriette Pfalzheim;Owner;Kцln;Germany;Margaret Peacock;Sales Representative;New York;USA;8;57;15,6;50;0;780;Ravioli Angelo;24 - 250 g pkgs.;19,5;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10334;VICTE;8;21.10.2013;Октябрь;2013;18.11.2013;28.10.2013;2;United Package;8,56;21;Victuailles en stock;Mary Saveley;Sales Agent;Lyon;France;Laura Callahan;Sales Manager;New York;USA;2;52;5,6;8;0;44,8;Filo Mix;16 - 2 kg boxes;7;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
10252;SUPRD;4;09.07.2013;Июль;2013;06.08.2013;11.07.2013;2;United Package;51,3;26;Suprкmes dйlices;Pascale Cartrain;Accounting Manager;Charleroi;Belgium;Margaret Peacock;Sales Representative;New York;USA;8;20;64,8;40;0,05;2592;Sir Rodney's Marmalade;30 gift boxes;81;0;3;Confections;Desserts, candies, and sweet breads
10272;RATTC;6;02.08.2013;Август;2013;30.08.2013;06.08.2013;2;United Package;98,03;24;Rattlesnake Canyon Grocery;Paula Wilson;Assistant Sales Representative;Albuquerque;USA;Michael Suyama;Sales Representative;London;UK;5;20;64,8;6;0;388,8;Sir Rodney's Marmalade;30 gift boxes;81;0;3;Confections;Desserts, candies, and sweet breads
10334;VICTE;8;21.10.2013;Октябрь;2013;18.11.2013;28.10.2013;2;United Package;8,56;21;Victuailles en stock;Mary Saveley;Sales Agent;Lyon;France;Laura Callahan;Sales Manager;New York;USA;2;68;10;10;0;100;Scottish Longbreads;10 boxes x 8 pieces;12,5;0;3;Confections;Desserts, candies, and sweet breads
10259;CENTC;4;18.07.2013;Июль;2013;15.08.2013;25.07.2013;3;Federal Shipping;3,25;21;Centro comercial Moctezuma;Francisco Chang;Marketing Manager;Mexico City;Mexico;Margaret Peacock;Sales Representative;New York;USA;8;21;8;10;0;80;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;3;Confections;Desserts, candies, and sweet breads
10261;QUEDE;4;19.07.2013;Июль;2013;16.08.2013;30.07.2013;2;United Package;3,05;17;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Margaret Peacock;Sales Representative;New York;USA;8;21;8;20;0;160;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;3;Confections;Desserts, candies, and sweet breads
10253;HANAR;3;10.07.2013;Июль;2013;24.07.2013;16.07.2013;2;United Package;58,17;8;Hanari Carnes;Mario Pontes;Accounting Manager;Rio de Janeiro;Brazil;Janet Leverling;Sales Representative;New York;USA;8;31;10;20;0;200;Gorgonzola Telino;12 - 100 g pkgs;12,5;0;4;Dairy Products;Cheeses
10253;HANAR;3;10.07.2013;Июль;2013;24.07.2013;16.07.2013;2;United Package;58,17;8;Hanari Carnes;Mario Pontes;Accounting Manager;Rio de Janeiro;Brazil;Janet Leverling;Sales Representative;New York;USA;8;39;14,4;42;0;604,8;Chartreuse verte;750 cc per bottle;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10297;BLONP;5;04.09.2013;Сентябрь;2013;16.10.2013;10.09.2013;2;United Package;5,74;36;Blondesddsl pиre et fils;Frйdйrique Citeaux;Marketing Manager;Strasbourg;France;Steven Buchanan;Sales Manager;London;UK;2;39;14,4;60;0;864;Chartreuse verte;750 cc per bottle;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10257;HILAA;4;16.07.2013;Июль;2013;13.08.2013;22.07.2013;3;Federal Shipping;81,91;22;HILARION-Abastos;Carlos Hernбndez;Sales Representative;San Cristуbal;Venezuela;Margaret Peacock;Sales Representative;New York;USA;8;39;14,4;6;0;86,4;Chartreuse verte;750 cc per bottle;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10253;HANAR;3;10.07.2013;Июль;2013;24.07.2013;16.07.2013;2;United Package;58,17;8;Hanari Carnes;Mario Pontes;Accounting Manager;Rio de Janeiro;Brazil;Janet Leverling;Sales Representative;New York;USA;8;49;16;40;0;640;Maxilaku;24 - 50 g pkgs.;20;0;3;Confections;Desserts, candies, and sweet breads
10278;BERGS;8;12.08.2013;Август;2013;09.09.2013;16.08.2013;2;United Package;92,69;24;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Laura Callahan;Sales Manager;New York;USA;2;44;15,5;16;0;248;Gula Malacca;20 - 2 kg bags;19,45;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10291;QUEDE;6;27.08.2013;Август;2013;24.09.2013;04.09.2013;2;United Package;6,4;20;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Michael Suyama;Sales Representative;London;UK;5;44;15,5;24;0,1;372;Gula Malacca;20 - 2 kg bags;19,45;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10278;BERGS;8;12.08.2013;Август;2013;09.09.2013;16.08.2013;2;United Package;92,69;24;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Laura Callahan;Sales Manager;New York;USA;2;59;44;15;0;660;Raclette Courdavault;5 kg pkg.;55;0;4;Dairy Products;Cheeses
10255;RICSU;9;12.07.2013;Июль;2013;09.08.2013;15.07.2013;3;Federal Shipping;148,33;25;Richter Supermarkt;Michael Holz;Sales Manager;Genиve;Switzerland;Anne Dodsworth;Sales Representative;London;UK;5;59;44;30;0;1320;Raclette Courdavault;5 kg pkg.;55;0;4;Dairy Products;Cheeses
10278;BERGS;8;12.08.2013;Август;2013;09.09.2013;16.08.2013;2;United Package;92,69;24;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Laura Callahan;Sales Manager;New York;USA;2;63;35,1;8;0;280,8;Vegie-spread;15 - 625 g jars;43,9;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10257;HILAA;4;16.07.2013;Июль;2013;13.08.2013;22.07.2013;3;Federal Shipping;81,91;22;HILARION-Abastos;Carlos Hernбndez;Sales Representative;San Cristуbal;Venezuela;Margaret Peacock;Sales Representative;New York;USA;8;27;35,1;25;0;877,5;Schoggi Schokolade;100 - 100 g pieces;43,9;0;3;Confections;Desserts, candies, and sweet breads
10278;BERGS;8;12.08.2013;Август;2013;09.09.2013;16.08.2013;2;United Package;92,69;24;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Laura Callahan;Sales Manager;New York;USA;2;73;12;25;0;300;Rцd Kaviar;24 - 150 g jars;15;0;8;Seafood;Seaweed and fish
10302;SUPRD;4;10.09.2013;Сентябрь;2013;08.10.2013;09.10.2013;2;United Package;6,27;-1;Suprкmes dйlices;Pascale Cartrain;Accounting Manager;Charleroi;Belgium;Margaret Peacock;Sales Representative;New York;USA;8;28;36,4;28;0;1019,2;Rцssle Sauerkraut;25 - 825 g cans;45,6;1;7;Produce;Dried fruit and bean curd
10263;ERNSH;9;23.07.2013;Июль;2013;20.08.2013;31.07.2013;3;Federal Shipping;146,06;20;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Anne Dodsworth;Sales Representative;London;UK;5;30;20,7;60;0,25;1242;Nord-Ost Matjeshering;10 - 200 g glasses;25,89;0;8;Seafood;Seaweed and fish
10280;BERGS;2;14.08.2013;Август;2013;11.09.2013;12.09.2013;1;Speedy Express;8,98;-1;Berglunds snabbkцp;Christina Berglund;Order Administrator;Luleе;Sweden;Andrew Fuller;Vice President Sales;New York;USA;;75;6,2;30;0;186;Rhцnbrдu Klosterbier;24 - 0.5 l bottles;7,75;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10326;BOLID;4;10.10.2013;Октябрь;2013;07.11.2013;14.10.2013;2;United Package;77,92;24;Bуlido Comidas preparadas;Martнn Sommer;Owner;Madrid;Spain;Margaret Peacock;Sales Representative;New York;USA;8;75;6,2;50;0;310;Rhцnbrдu Klosterbier;24 - 0.5 l bottles;7,75;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10258;ERNSH;1;17.07.2013;Июль;2013;14.08.2013;23.07.2013;1;Speedy Express;140,51;22;Ernst Handel;Roland Mendel;Sales Manager;Graz;Austria;Nancy Davolio;Sales Representative;New York;USA;8;32;25,6;6;0,2;153,6;Mascarpone Fabioli;24 - 200 g pkgs.;32;0;4;Dairy Products;Cheeses
10252;SUPRD;4;09.07.2013;Июль;2013;06.08.2013;11.07.2013;2;United Package;51,3;26;Suprкmes dйlices;Pascale Cartrain;Accounting Manager;Charleroi;Belgium;Margaret Peacock;Sales Representative;New York;USA;8;33;2;25;0,05;50;Geitost;500 g;2,5;0;4;Dairy Products;Cheeses
10252;SUPRD;4;09.07.2013;Июль;2013;06.08.2013;11.07.2013;2;United Package;51,3;26;Suprкmes dйlices;Pascale Cartrain;Accounting Manager;Charleroi;Belgium;Margaret Peacock;Sales Representative;New York;USA;8;60;27,2;40;0;1088;Camembert Pierrot;15 - 300 g rounds;34;0;4;Dairy Products;Cheeses
10256;WELLI;3;15.07.2013;Июль;2013;12.08.2013;17.07.2013;2;United Package;13,97;26;Wellington Importadora;Paula Parente;Sales Manager;Resende;Brazil;Janet Leverling;Sales Representative;New York;USA;8;53;26,2;15;0;393;Perth Pasties;48 pieces;32,8;1;6;Meat & Poultry;Prepared meats
10261;QUEDE;4;19.07.2013;Июль;2013;16.08.2013;30.07.2013;2;United Package;3,05;17;Que Delнcia;Bernardo Batista;Accounting Manager;Rio de Janeiro;Brazil;Margaret Peacock;Sales Representative;New York;USA;8;35;14,4;20;0;288;Steeleye Stout;24 - 12 oz bottles;18;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10256;WELLI;3;15.07.2013;Июль;2013;12.08.2013;17.07.2013;2;United Package;13,97;26;Wellington Importadora;Paula Parente;Sales Manager;Resende;Brazil;Janet Leverling;Sales Representative;New York;USA;8;77;10,4;12;0;124,8;Original Frankfurter Grьne SoЯe;12 boxes;13;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10257;HILAA;4;16.07.2013;Июль;2013;13.08.2013;22.07.2013;3;Federal Shipping;81,91;22;HILARION-Abastos;Carlos Hernбndez;Sales Representative;San Cristуbal;Venezuela;Margaret Peacock;Sales Representative;New York;USA;8;77;10,4;15;0;156;Original Frankfurter Grьne SoЯe;12 boxes;13;0;2;Condiments;Sweet and savory sauces, relishes, spreads, and seasonings
10255;RICSU;9;12.07.2013;Июль;2013;09.08.2013;15.07.2013;3;Federal Shipping;148,33;25;Richter Supermarkt;Michael Holz;Sales Manager;Genиve;Switzerland;Anne Dodsworth;Sales Representative;London;UK;5;36;15,2;25;0;380;Inlagd Sill;24 - 250 g  jars;19;0;8;Seafood;Seaweed and fish
10259;CENTC;4;18.07.2013;Июль;2013;15.08.2013;25.07.2013;3;Federal Shipping;3,25;21;Centro comercial Moctezuma;Francisco Chang;Marketing Manager;Mexico City;Mexico;Margaret Peacock;Sales Representative;New York;USA;8;37;20,8;1;0;20,8;Gravad lax;12 - 500 g pkgs.;26;0;8;Seafood;Seaweed and fish
10302;SUPRD;4;10.09.2013;Сентябрь;2013;08.10.2013;09.10.2013;2;United Package;6,27;-1;Suprкmes dйlices;Pascale Cartrain;Accounting Manager;Charleroi;Belgium;Margaret Peacock;Sales Representative;New York;USA;8;43;36,8;12;0;441,6;Ipoh Coffee;16 - 500 g tins;46;0;1;Beverages;Soft drinks, coffees, teas, beers, and ales
10331;BONAP;9;16.10.2013;Октябрь;2013;27.11.2013;21.10.2013;1;Speedy Express;10,19;37;Bon app';Laurence Lebihan;Owner;Marseille;France;Anne Dodsworth;Sales Representative;London;UK;5;54;5,9;15;0;88,5;Tourtiиre;16 pies;7,45;0;6;Meat & Poultry;Prepared meats
10260;OTTIK;4;19.07.2013;Июль;2013;16.08.2013;29.07.2013;1;Speedy Express;55,09;18;Ottilies Kдseladen;Henriette Pfalzheim;Owner;Kцln;Germany;Margaret Peacock;Sales Representative;New York;USA;8;62;39,4;15;0,25;591;Tarte au sucre;48 pies;49,3;0;3;Confections;Desserts, candies, and sweet breads
10289;BSBEV;7;26.08.2013;Август;2013;23.09.2013;28.08.2013;3;Federal Shipping;22,77;26;B's Beverages;Victoria Ashworth;Sales Representative;London;UK;Robert King;Sales Representative;London;UK;5;64;26,6;9;0;239,4;Wimmers gute Semmelknцdel;20 bags x 4 pieces;33,25;0;5;Grains & Cereals;Breads, crackers, pasta, and cereal
